RecNo.,Time,Pressure1,Pressure2,Temp.1,Temp.2,Temp. 3,Temp. 4
        48,      5760,     31.29,      0.00,     96.00,      0.00,      0.00,      0.00
        49,      5880,     31.27,      0.00,     95.60,      0.00,      0.00,      0.00
        50,      6000,     31.26,      0.00,     95.10,      0.00,      0.00,      0.00
        51,      6120,     31.24,      0.00,     94.30,      0.00,      0.00,      0.00
        52,      6240,     31.22,      0.00,     93.30,      0.00,      0.00,      0.00
        53,      6360,     31.19,      0.00,     91.70,      0.00,      0.00,      0.00
        54,      6480,     31.14,      0.00,     90.00,      0.00,      0.00,      0.00
        55,      6600,     31.11,      0.00,     88.70,      0.00,      0.00,      0.00
        56,      6720,     31.09,      0.00,     87.80,      0.00,      0.00,      0.00
        57,      6840,     31.07,      0.00,     86.80,      0.00,      0.00,      0.00
        58,      6960,     31.04,      0.00,     86.00,      0.00,      0.00,      0.00
        59,      7080,     31.04,      0.00,     85.50,      0.00,      0.00,      0.00
        60,      7200,     31.02,      0.00,     85.10,      0.00,      0.00,      0.00
        61,      7320,     31.01,      0.00,     84.20,      0.00,      0.00,      0.00
        62,      7440,     30.99,      0.00,     83.30,      0.00,      0.00,      0.00
        63,      7560,     30.95,      0.00,     81.70,      0.00,      0.00,      0.00
        64,      7680,     30.91,      0.00,     80.30,      0.00,      0.00,      0.00
        65,      7800,     30.88,      0.00,     78.80,      0.00,      0.00,      0.00
        66,      7920,     30.85,      0.00,     77.80,      0.00,      0.00,      0.00
        67,      8040,     30.83,      0.00,     76.80,      0.00,      0.00,      0.00
        68,      8160,     30.82,      0.00,     76.20,      0.00,      0.00,      0.00
        69,      8280,     30.81,      0.00,     75.60,      0.00,      0.00,      0.00
        70,      8400,     30.79,      0.00,     75.20,      0.00,      0.00,      0.00
        71,      8520,     30.78,      0.00,     74.50,      0.00,      0.00,      0.00
        72,      8640,     30.75,      0.00,     73.30,      0.00,      0.00,      0.00
        73,      8760,     30.72,      0.00,     71.90,      0.00,      0.00,      0.00
        74,      8880,     30.68,      0.00,     70.30,      0.00,      0.00,      0.00
        75,      9000,     30.65,      0.00,     69.00,      0.00,      0.00,      0.00
        76,      9120,     30.61,      0.00,     67.90,      0.00,      0.00,      0.00
        77,      9240,     30.60,      0.00,     67.00,      0.00,      0.00,      0.00
        78,      9360,     30.58,      0.00,     66.50,      0.00,      0.00,      0.00
        79,      9480,     30.58,      0.00,     65.90,      0.00,      0.00,      0.00
        80,      9600,     30.57,      0.00,     65.60,      0.00,      0.00,      0.00
        81,      9720,     30.55,      0.00,     64.90,      0.00,      0.00,      0.00
        82,      9840,     30.53,      0.00,     63.80,      0.00,      0.00,      0.00
        83,      9960,     30.50,      0.00,     62.30,      0.00,      0.00,      0.00
        84,     10080,     30.46,      0.00,     61.10,      0.00,      0.00,      0.00
        85,     10200,     30.43,      0.00,     59.60,      0.00,      0.00,      0.00
        86,     10320,     30.41,      0.00,     58.40,      0.00,      0.00,      0.00
        87,     10440,     30.38,      0.00,     57.40,      0.00,      0.00,      0.00
        88,     10560,     30.36,      0.00,     56.80,      0.00,      0.00,      0.00
        89,     10680,     30.35,      0.00,     56.50,      0.00,      0.00,      0.00
        90,     10800,     30.34,      0.00,     55.80,      0.00,      0.00,      0.00
        91,     10920,     30.32,      0.00,     55.00,      0.00,      0.00,      0.00
        92,     11040,     30.31,      0.00,     54.10,      0.00,      0.00,      0.00
        93,     11160,     30.27,      0.00,     52.50,      0.00,      0.00,      0.00
        94,     11280,     30.23,      0.00,     51.00,      0.00,      0.00,      0.00
        95,     11400,     30.19,      0.00,     49.50,      0.00,      0.00,      0.00
        96,     11520,     30.17,      0.00,     48.40,      0.00,      0.00,      0.00
        97,     11640,     30.15,      0.00,     47.30,      0.00,      0.00,      0.00
        98,     11760,     30.13,      0.00,     46.90,      0.00,      0.00,      0.00
        99,     11880,     30.12,      0.00,     46.30,      0.00,      0.00,      0.00
       100,     12000,     30.11,      0.00,     45.90,      0.00,      0.00,      0.00
       101,     12120,     30.09,      0.00,     45.00,      0.00,      0.00,      0.00
       102,     12240,     30.06,      0.00,     43.80,      0.00,      0.00,      0.00
       103,     12360,     30.03,      0.00,     42.50,      0.00,      0.00,      0.00
       104,     12480,     30.00,      0.00,     41.20,      0.00,      0.00,      0.00
       105,     12600,     29.96,      0.00,     39.90,      0.00,      0.00,      0.00
       106,     12720,     29.94,      0.00,     38.80,      0.00,      0.00,      0.00
       107,     12840,     29.91,      0.00,     37.80,      0.00,      0.00,      0.00
       108,     12960,     29.90,      0.00,     37.20,      0.00,      0.00,      0.00
       109,     13080,     29.88,      0.00,     36.60,      0.00,      0.00,      0.00
       110,     13200,     29.88,      0.00,     36.20,      0.00,      0.00,      0.00
       111,     13320,     29.86,      0.00,     35.30,      0.00,      0.00,      0.00
       112,     13440,     29.83,      0.00,     34.30,      0.00,      0.00,      0.00
       113,     13560,     29.80,      0.00,     32.90,      0.00,      0.00,      0.00
       114,     13680,     29.77,      0.00,     31.40,      0.00,      0.00,      0.00
       115,     13800,     29.73,      0.00,     30.30,      0.00,      0.00,      0.00
       116,     13920,     29.70,      0.00,     29.30,      0.00,      0.00,      0.00
       117,     14040,     29.69,      0.00,     28.30,      0.00,      0.00,      0.00
       118,     14160,     29.67,      0.00,     27.60,      0.00,      0.00,      0.00
       119,     14280,     29.65,      0.00,     27.20,      0.00,      0.00,      0.00
       120,     14400,     29.65,      0.00,     26.40,      0.00,      0.00,      0.00
       121,     14520,     29.63,      0.00,     25.50,      0.00,      0.00,      0.00
       122,     14640,     29.60,      0.00,     24.50,      0.00,      0.00,      0.00
       123,     14760,     29.57,      0.00,     23.40,      0.00,      0.00,      0.00
       124,     14880,     29.53,      0.00,     21.90,      0.00,      0.00,      0.00
       125,     15000,     29.50,      0.00,     20.50,      0.00,      0.00,      0.00
       126,     15120,     29.47,      0.00,     19.60,      0.00,      0.00,      0.00
       127,     15240,     29.45,      0.00,     18.30,      0.00,      0.00,      0.00
       128,     15360,     29.44,      0.00,     17.70,      0.00,      0.00,      0.00
       129,     15480,     29.43,      0.00,     17.30,      0.00,      0.00,      0.00
       130,     15600,     29.41,      0.00,     16.70,      0.00,      0.00,      0.00
       131,     15720,     29.40,      0.00,     15.70,      0.00,      0.00,      0.00
       132,     15840,     29.37,      0.00,     14.70,      0.00,      0.00,      0.00
       133,     15960,     29.33,      0.00,     13.50,      0.00,      0.00,      0.00
       134,     16080,     29.30,      0.00,     12.10,      0.00,      0.00,      0.00
       135,     16200,     29.26,      0.00,     11.00,      0.00,      0.00,      0.00
       136,     16320,     29.25,      0.00,      9.70,      0.00,      0.00,      0.00
       137,     16440,     29.21,      0.00,      8.80,      0.00,      0.00,      0.00
       138,     16560,     29.21,      0.00,      8.10,      0.00,      0.00,      0.00
       139,     16680,     29.18,      0.00,      7.60,      0.00,      0.00,      0.00
       140,     16800,     29.18,      0.00,      6.90,      0.00,      0.00,      0.00
       141,     16920,     29.16,      0.00,      6.00,      0.00,      0.00,      0.00
       142,     17040,     29.13,      0.00,      5.10,      0.00,      0.00,      0.00
       143,     17160,     29.10,      0.00,      3.70,      0.00,      0.00,      0.00
       144,     17280,     29.07,      0.00,      2.30,      0.00,      0.00,      0.00
       145,     17400,     29.03,      0.00,      1.30,      0.00,      0.00,      0.00
       146,     17520,     29.01,      0.00,      0.50,      0.00,      0.00,      0.00
       147,     17640,     28.99,      0.00,     -0.50,      0.00,      0.00,      0.00
       148,     17760,     28.97,      0.00,     -1.10,      0.00,      0.00,      0.00
       149,     17880,     28.95,      0.00,     -1.70,      0.00,      0.00,      0.00
       150,     18000,     28.94,      0.00,     -2.60,      0.00,      0.00,      0.00
       151,     18120,     28.91,      0.00,     -3.50,      0.00,      0.00,      0.00
       152,     18240,     28.89,      0.00,     -4.80,      0.00,      0.00,      0.00
       153,     18360,     28.85,      0.00,     -5.90,      0.00,      0.00,      0.00
       154,     18480,     28.82,      0.00,     -7.30,      0.00,      0.00,      0.00
       155,     18600,     28.79,      0.00,     -8.60,      0.00,      0.00,      0.00
       156,     18720,     28.76,      0.00,     -9.70,      0.00,      0.00,      0.00
       157,     18840,     28.73,      0.00,    -10.60,      0.00,      0.00,      0.00
       158,     18960,     28.72,      0.00,    -11.30,      0.00,      0.00,      0.00
       159,     19080,     28.71,      0.00,    -12.00,      0.00,      0.00,      0.00
       160,     19200,     28.70,      0.00,    -12.40,      0.00,      0.00,      0.00
       161,     19320,     28.69,      0.00,    -12.80,      0.00,      0.00,      0.00
       162,     19440,     28.69,      0.00,    -12.90,      0.00,      0.00,      0.00
       163,     19560,     28.68,      0.00,    -13.00,      0.00,      0.00,      0.00
       164,     19680,     28.68,      0.00,    -12.90,      0.00,      0.00,      0.00
       165,     19800,     28.68,      0.00,    -13.10,      0.00,      0.00,      0.00
       166,     19920,     28.68,      0.00,    -13.30,      0.00,      0.00,      0.00
       167,     20040,     28.67,      0.00,    -13.10,      0.00,      0.00,      0.00
       168,     20160,     28.66,      0.00,    -13.20,      0.00,      0.00,      0.00
       169,     20280,     28.67,      0.00,    -13.40,      0.00,      0.00,      0.00
       170,     20400,     28.66,      0.00,    -13.50,      0.00,      0.00,      0.00
       171,     20520,     28.66,      0.00,    -13.30,      0.00,      0.00,      0.00
       172,     20640,     28.66,      0.00,    -13.30,      0.00,      0.00,      0.00
       173,     20760,     28.66,      0.00,    -13.90,      0.00,      0.00,      0.00
       174,     20880,     28.64,      0.00,    -14.70,      0.00,      0.00,      0.00
       175,     21000,     28.62,      0.00,    -15.60,      0.00,      0.00,      0.00
       176,     21120,     28.59,      0.00,    -16.70,      0.00,      0.00,      0.00
       177,     21240,     28.56,      0.00,    -17.60,      0.00,      0.00,      0.00
       178,     21360,     28.53,      0.00,    -18.70,      0.00,      0.00,      0.00
       179,     21480,     28.51,      0.00,    -19.70,      0.00,      0.00,      0.00
       180,     21600,     28.50,      0.00,    -20.40,      0.00,      0.00,      0.00
       181,     21720,     28.47,      0.00,    -21.30,      0.00,      0.00,      0.00
       182,     21840,     28.46,      0.00,    -21.90,      0.00,      0.00,      0.00
       183,     21960,     28.44,      0.00,    -21.90,      0.00,      0.00,      0.00
       184,     22080,     28.43,      0.00,    -22.20,      0.00,      0.00,      0.00
       185,     22200,     28.43,      0.00,    -22.50,      0.00,      0.00,      0.00
       186,     22320,     28.43,      0.00,    -22.60,      0.00,      0.00,      0.00
       187,     22440,     28.43,      0.00,    -22.80,      0.00,      0.00,      0.00
       188,     22560,     28.42,      0.00,    -23.20,      0.00,      0.00,      0.00
       189,     22680,     28.43,      0.00,    -23.20,      0.00,      0.00,      0.00
       190,     22800,     28.43,      0.00,    -23.20,      0.00,      0.00,      0.00
       191,     22920,     28.42,      0.00,    -23.20,      0.00,      0.00,      0.00
       192,     23040,     28.41,      0.00,    -23.20,      0.00,      0.00,      0.00
       193,     23160,     28.41,      0.00,    -22.90,      0.00,      0.00,      0.00
       194,     23280,     28.42,      0.00,    -23.20,      0.00,      0.00,      0.00
       195,     23400,     28.42,      0.00,    -23.10,      0.00,      0.00,      0.00
       196,     23520,     28.41,      0.00,    -22.60,      0.00,      0.00,      0.00
       197,     23640,     28.41,      0.00,    -22.60,      0.00,      0.00,      0.00
       198,     23760,     28.24,      0.00,    -16.40,      0.00,      0.00,      0.00
       199,     23880,     27.90,      0.00,    -17.30,      0.00,      0.00,      0.00
       200,     24000,     27.56,      0.00,    -17.70,      0.00,      0.00,      0.00
       201,     24120,     27.29,      0.00,    -18.30,      0.00,      0.00,      0.00
       202,     24240,     27.03,      0.00,    -18.70,      0.00,      0.00,      0.00
       203,     24360,     26.81,      0.00,    -19.00,      0.00,      0.00,      0.00
       204,     24480,     26.61,      0.00,    -19.20,      0.00,      0.00,      0.00
       205,     24600,     26.48,      0.00,    -19.80,      0.00,      0.00,      0.00
       206,     24720,     26.41,      0.00,    -20.40,      0.00,      0.00,      0.00
       207,     24840,     26.36,      0.00,    -20.90,      0.00,      0.00,      0.00
       208,     24960,     26.32,      0.00,    -21.60,      0.00,      0.00,      0.00
       209,     25080,     26.29,      0.00,    -22.10,      0.00,      0.00,      0.00
       210,     25200,     26.25,      0.00,    -22.30,      0.00,      0.00,      0.00
       211,     25320,     26.22,      0.00,    -22.70,      0.00,      0.00,      0.00
       212,     25440,     26.20,      0.00,    -22.60,      0.00,      0.00,      0.00
       213,     25560,     26.18,      0.00,    -22.70,      0.00,      0.00,      0.00
       214,     25680,     26.15,      0.00,    -22.90,      0.00,      0.00,      0.00
       215,     25800,     26.14,      0.00,    -23.30,      0.00,      0.00,      0.00
       216,     25920,     26.12,      0.00,    -23.40,      0.00,      0.00,      0.00
       217,     26040,     26.11,      0.00,    -23.20,      0.00,      0.00,      0.00
       218,     26160,     26.10,      0.00,    -23.40,      0.00,      0.00,      0.00
       219,     26280,     26.09,      0.00,    -23.40,      0.00,      0.00,      0.00
       220,     26400,     26.09,      0.00,    -23.40,      0.00,      0.00,      0.00
       221,     26520,     26.07,      0.00,    -23.60,      0.00,      0.00,      0.00
       222,     26640,     26.06,      0.00,    -23.50,      0.00,      0.00,      0.00
       223,     26760,     26.05,      0.00,    -23.60,      0.00,      0.00,      0.00
       224,     26880,     26.03,      0.00,    -23.60,      0.00,      0.00,      0.00
       225,     27000,     26.03,      0.00,    -23.70,      0.00,      0.00,      0.00
       226,     27120,     26.02,      0.00,    -23.80,      0.00,      0.00,      0.00
       227,     27240,     26.02,      0.00,    -23.40,      0.00,      0.00,      0.00
       228,     27360,     26.01,      0.00,    -23.50,      0.00,      0.00,      0.00
       229,     27480,     25.99,      0.00,    -23.60,      0.00,      0.00,      0.00
       230,     27600,     25.99,      0.00,    -23.60,      0.00,      0.00,      0.00
       231,     27720,     25.98,      0.00,    -23.60,      0.00,      0.00,      0.00
       232,     27840,     25.97,      0.00,    -23.80,      0.00,      0.00,      0.00
       233,     27960,     25.96,      0.00,    -23.90,      0.00,      0.00,      0.00
       234,     28080,     25.96,      0.00,    -23.80,      0.00,      0.00,      0.00
       235,     28200,     25.95,      0.00,    -23.80,      0.00,      0.00,      0.00
       236,     28320,     25.94,      0.00,    -23.90,      0.00,      0.00,      0.00
       237,     28440,     25.93,      0.00,    -24.40,      0.00,      0.00,      0.00
       238,     28560,     25.92,      0.00,    -24.90,      0.00,      0.00,      0.00
       239,     28680,     25.90,      0.00,    -25.80,      0.00,      0.00,      0.00
       240,     28800,     25.88,      0.00,    -26.50,      0.00,      0.00,      0.00
       241,     28920,     25.86,      0.00,    -27.40,      0.00,      0.00,      0.00
       242,     29040,     25.84,      0.00,    -27.80,      0.00,      0.00,      0.00
       243,     29160,     25.83,      0.00,    -28.10,      0.00,      0.00,      0.00
       244,     29280,     25.81,      0.00,    -28.70,      0.00,      0.00,      0.00
       245,     29400,     25.79,      0.00,    -29.00,      0.00,      0.00,      0.00
       246,     29520,     25.79,      0.00,    -29.10,      0.00,      0.00,      0.00
       247,     29640,     25.79,      0.00,    -28.70,      0.00,      0.00,      0.00
       248,     29760,     25.79,      0.00,    -27.90,      0.00,      0.00,      0.00
       249,     29880,     25.79,      0.00,    -27.40,      0.00,      0.00,      0.00
       250,     30000,     25.80,      0.00,    -26.70,      0.00,      0.00,      0.00
       251,     30120,     25.81,      0.00,    -26.00,      0.00,      0.00,      0.00
       252,     30240,     25.80,      0.00,    -25.70,      0.00,      0.00,      0.00
       253,     30360,     25.81,      0.00,    -25.00,      0.00,      0.00,      0.00
       254,     30480,     25.82,      0.00,    -23.70,      0.00,      0.00,      0.00
       255,     30600,     25.83,      0.00,    -22.10,      0.00,      0.00,      0.00
       256,     30720,     25.86,      0.00,    -20.90,      0.00,      0.00,      0.00
       257,     30840,     25.87,      0.00,    -19.70,      0.00,      0.00,      0.00
       258,     30960,     25.89,      0.00,    -18.50,      0.00,      0.00,      0.00
       259,     31080,     25.89,      0.00,    -17.30,      0.00,      0.00,      0.00
       260,     31200,     25.90,      0.00,    -16.70,      0.00,      0.00,      0.00
       261,     31320,     25.91,      0.00,    -15.70,      0.00,      0.00,      0.00
       262,     31440,     25.91,      0.00,    -15.30,      0.00,      0.00,      0.00
       263,     31560,     25.91,      0.00,    -14.80,      0.00,      0.00,      0.00
       264,     31680,     25.92,      0.00,    -13.30,      0.00,      0.00,      0.00
       265,     31800,     25.94,      0.00,    -11.80,      0.00,      0.00,      0.00
       266,     31920,     25.96,      0.00,    -10.40,      0.00,      0.00,      0.00
       267,     32040,     25.97,      0.00,     -9.10,      0.00,      0.00,      0.00
       268,     32160,     25.98,      0.00,     -7.90,      0.00,      0.00,      0.00
       269,     32280,     25.99,      0.00,     -7.20,      0.00,      0.00,      0.00
       270,     32400,     25.99,      0.00,     -6.50,      0.00,      0.00,      0.00
       271,     32520,     25.99,      0.00,     -5.90,      0.00,      0.00,      0.00
       272,     32640,     25.96,      0.00,     -5.30,      0.00,      0.00,      0.00
       273,     32760,     25.96,      0.00,     -4.20,      0.00,      0.00,      0.00
       274,     32880,     25.96,      0.00,     -1.90,      0.00,      0.00,      0.00
       275,     33000,     25.96,      0.00,      1.30,      0.00,      0.00,      0.00
       276,     33120,     25.98,      0.00,      3.90,      0.00,      0.00,      0.00
       277,     33240,     26.00,      0.00,      6.50,      0.00,      0.00,      0.00
       278,     33360,     26.02,      0.00,      8.80,      0.00,      0.00,      0.00
       279,     33480,     26.02,      0.00,     10.50,      0.00,      0.00,      0.00
       280,     33600,     26.01,      0.00,     11.90,      0.00,      0.00,      0.00
       281,     33720,     26.00,      0.00,     13.10,      0.00,      0.00,      0.00
       282,     33840,     25.99,      0.00,     14.00,      0.00,      0.00,      0.00
       283,     33960,     25.99,      0.00,     15.80,      0.00,      0.00,      0.00
       284,     34080,     26.02,      0.00,     19.10,      0.00,      0.00,      0.00
       285,     34200,     26.08,      0.00,     23.10,      0.00,      0.00,      0.00
       286,     34320,     26.15,      0.00,     26.60,      0.00,      0.00,      0.00
       287,     34440,     26.21,      0.00,     29.30,      0.00,      0.00,      0.00
       288,     34560,     26.29,      0.00,     31.80,      0.00,      0.00,      0.00
       289,     34680,     26.38,      0.00,     33.90,      0.00,      0.00,      0.00
       290,     34800,     26.46,      0.00,     35.20,      0.00,      0.00,      0.00
       291,     34920,     26.55,      0.00,     36.20,      0.00,      0.00,      0.00
       292,     35040,     26.64,      0.00,     36.80,      0.00,      0.00,      0.00
       293,     35160,     26.74,      0.00,     36.90,      0.00,      0.00,      0.00
       294,     35280,     26.82,      0.00,     37.30,      0.00,      0.00,      0.00
       295,     35400,     26.90,      0.00,     37.80,      0.00,      0.00,      0.00
       296,     35520,     26.99,      0.00,     38.10,      0.00,      0.00,      0.00
       297,     35640,     27.06,      0.00,     38.20,      0.00,      0.00,      0.00
       298,     35760,     27.14,      0.00,     38.30,      0.00,      0.00,      0.00
       299,     35880,     27.22,      0.00,     38.50,      0.00,      0.00,      0.00
       300,     36000,     27.28,      0.00,     38.70,      0.00,      0.00,      0.00
       301,     36120,     27.35,      0.00,     38.40,      0.00,      0.00,      0.00
       302,     36240,     27.44,      0.00,     38.50,      0.00,      0.00,      0.00
       303,     36360,     27.52,      0.00,     38.40,      0.00,      0.00,      0.00
       304,     36480,     27.59,      0.00,     38.60,      0.00,      0.00,      0.00
       305,     36600,     27.65,      0.00,     38.50,      0.00,      0.00,      0.00
       306,     36720,     27.70,      0.00,     38.80,      0.00,      0.00,      0.00
       307,     36840,     27.74,      0.00,     38.80,      0.00,      0.00,      0.00
       308,     36960,     27.78,      0.00,     39.10,      0.00,      0.00,      0.00
       309,     37080,     27.81,      0.00,     39.10,      0.00,      0.00,      0.00
       310,     37200,     27.85,      0.00,     39.10,      0.00,      0.00,      0.00
       311,     37320,     27.88,      0.00,     39.40,      0.00,      0.00,      0.00
       312,     37440,     27.91,      0.00,     39.50,      0.00,      0.00,      0.00
       313,     37560,     27.94,      0.00,     39.30,      0.00,      0.00,      0.00
       314,     37680,     27.98,      0.00,     39.60,      0.00,      0.00,      0.00
       315,     37800,     28.00,      0.00,     39.60,      0.00,      0.00,      0.00
       316,     37920,     28.03,      0.00,     39.60,      0.00,      0.00,      0.00
       317,     38040,     28.04,      0.00,     39.60,      0.00,      0.00,      0.00
       318,     38160,     28.06,      0.00,     39.90,      0.00,      0.00,      0.00
       319,     38280,     28.07,      0.00,     40.00,      0.00,      0.00,      0.00
       320,     38400,     28.10,      0.00,     40.20,      0.00,      0.00,      0.00
       321,     38520,     28.11,      0.00,     40.00,      0.00,      0.00,      0.00
       322,     38640,     28.12,      0.00,     40.20,      0.00,      0.00,      0.00
       323,     38760,     28.14,      0.00,     40.30,      0.00,      0.00,      0.00
       324,     38880,     28.15,      0.00,     40.20,      0.00,      0.00,      0.00
       325,     39000,     28.17,      0.00,     40.30,      0.00,      0.00,      0.00
       326,     39120,     28.17,      0.00,     40.20,      0.00,      0.00,      0.00
       327,     39240,     28.18,      0.00,     40.30,      0.00,      0.00,      0.00
       328,     39360,     28.18,      0.00,     40.10,      0.00,      0.00,      0.00
       329,     39480,     28.19,      0.00,     39.90,      0.00,      0.00,      0.00
       330,     39600,     28.20,      0.00,     40.20,      0.00,      0.00,      0.00
       331,     39720,     28.20,      0.00,     40.20,      0.00,      0.00,      0.00
       332,     39840,     28.21,      0.00,     40.00,      0.00,      0.00,      0.00
       333,     39960,     28.21,      0.00,     40.40,      0.00,      0.00,      0.00
       334,     40080,     28.22,      0.00,     40.70,      0.00,      0.00,      0.00
       335,     40200,     28.24,      0.00,     40.90,      0.00,      0.00,      0.00
       336,     40320,     28.24,      0.00,     40.70,      0.00,      0.00,      0.00
       337,     40440,     28.26,      0.00,     40.80,      0.00,      0.00,      0.00
       338,     40560,     28.27,      0.00,     40.80,      0.00,      0.00,      0.00
       339,     40680,     28.27,      0.00,     40.50,      0.00,      0.00,      0.00
       340,     40800,     28.27,      0.00,     40.60,      0.00,      0.00,      0.00
       341,     40920,     28.28,      0.00,     40.60,      0.00,      0.00,      0.00
       342,     41040,     28.28,      0.00,     40.90,      0.00,      0.00,      0.00
       343,     41160,     28.29,      0.00,     40.80,      0.00,      0.00,      0.00
       344,     41280,     28.29,      0.00,     40.70,      0.00,      0.00,      0.00
       345,     41400,     28.29,      0.00,     40.90,      0.00,      0.00,      0.00
       346,     41520,     28.29,      0.00,     41.10,      0.00,      0.00,      0.00
       347,     41640,     28.30,      0.00,     40.90,      0.00,      0.00,      0.00
       348,     41760,     28.30,      0.00,     40.70,      0.00,      0.00,      0.00
       349,     41880,     28.30,      0.00,     40.50,      0.00,      0.00,      0.00
       350,     42000,     28.30,      0.00,     40.60,      0.00,      0.00,      0.00
       351,     42120,     28.29,      0.00,     40.50,      0.00,      0.00,      0.00
       352,     42240,     28.29,      0.00,     40.60,      0.00,      0.00,      0.00
       353,     42360,     28.29,      0.00,     40.50,      0.00,      0.00,      0.00
       354,     42480,     28.30,      0.00,     40.70,      0.00,      0.00,      0.00
       355,     42600,     28.29,      0.00,     40.50,      0.00,      0.00,      0.00
       356,     42720,     28.29,      0.00,     40.90,      0.00,      0.00,      0.00
       357,     42840,     28.30,      0.00,     41.00,      0.00,      0.00,      0.00
       358,     42960,     28.30,      0.00,     40.90,      0.00,      0.00,      0.00
       359,     43080,     28.31,      0.00,     40.90,      0.00,      0.00,      0.00
       360,     43200,     28.31,      0.00,     40.70,      0.00,      0.00,      0.00
       361,     43320,     28.30,      0.00,     40.70,      0.00,      0.00,      0.00
       362,     43440,     28.31,      0.00,     40.70,      0.00,      0.00,      0.00
       363,     43560,     28.31,      0.00,     40.70,      0.00,      0.00,      0.00
       364,     43680,     28.31,      0.00,     40.50,      0.00,      0.00,      0.00
       365,     43800,     28.31,      0.00,     40.50,      0.00,      0.00,      0.00
       366,     43920,     28.30,      0.00,     40.60,      0.00,      0.00,      0.00
       367,     44040,     28.30,      0.00,     40.70,      0.00,      0.00,      0.00
       368,     44160,     28.30,      0.00,     40.80,      0.00,      0.00,      0.00
       369,     44280,     28.30,      0.00,     40.70,      0.00,      0.00,      0.00
       370,     44400,     28.30,      0.00,     40.40,      0.00,      0.00,      0.00
       371,     44520,     28.30,      0.00,     40.40,      0.00,      0.00,      0.00
