RecNo.,Time,Pressure1,Pressure2,Temp.1,Temp.2,Temp. 3,Temp. 4
        36,      4320,     18.62,      0.00,    135.90,      0.00,      0.00,      0.00
        37,      4440,     18.60,      0.00,    135.00,      0.00,      0.00,      0.00
        38,      4560,     18.59,      0.00,    134.20,      0.00,      0.00,      0.00
        39,      4680,     18.59,      0.00,    133.50,      0.00,      0.00,      0.00
        40,      4800,     18.58,      0.00,    133.20,      0.00,      0.00,      0.00
        41,      4920,     18.57,      0.00,    132.70,      0.00,      0.00,      0.00
        42,      5040,     18.56,      0.00,    131.60,      0.00,      0.00,      0.00
        43,      5160,     18.55,      0.00,    130.30,      0.00,      0.00,      0.00
        44,      5280,     18.52,      0.00,    128.60,      0.00,      0.00,      0.00
        45,      5400,     18.50,      0.00,    127.20,      0.00,      0.00,      0.00
        46,      5520,     18.49,      0.00,    125.80,      0.00,      0.00,      0.00
        47,      5640,     18.48,      0.00,    124.80,      0.00,      0.00,      0.00
        48,      5760,     18.46,      0.00,    123.80,      0.00,      0.00,      0.00
        49,      5880,     18.46,      0.00,    123.40,      0.00,      0.00,      0.00
        50,      6000,     18.45,      0.00,    123.00,      0.00,      0.00,      0.00
        51,      6120,     18.45,      0.00,    122.70,      0.00,      0.00,      0.00
        52,      6240,     18.44,      0.00,    121.70,      0.00,      0.00,      0.00
        53,      6360,     18.43,      0.00,    120.40,      0.00,      0.00,      0.00
        54,      6480,     18.40,      0.00,    119.00,      0.00,      0.00,      0.00
        55,      6600,     18.38,      0.00,    117.30,      0.00,      0.00,      0.00
        56,      6720,     18.37,      0.00,    116.10,      0.00,      0.00,      0.00
        57,      6840,     18.36,      0.00,    115.10,      0.00,      0.00,      0.00
        58,      6960,     18.34,      0.00,    114.50,      0.00,      0.00,      0.00
        59,      7080,     18.33,      0.00,    114.00,      0.00,      0.00,      0.00
        60,      7200,     18.33,      0.00,    113.60,      0.00,      0.00,      0.00
        61,      7320,     18.33,      0.00,    113.20,      0.00,      0.00,      0.00
        62,      7440,     18.31,      0.00,    112.10,      0.00,      0.00,      0.00
        63,      7560,     18.30,      0.00,    110.90,      0.00,      0.00,      0.00
        64,      7680,     18.28,      0.00,    109.40,      0.00,      0.00,      0.00
        65,      7800,     18.27,      0.00,    107.60,      0.00,      0.00,      0.00
        66,      7920,     18.24,      0.00,    106.40,      0.00,      0.00,      0.00
        67,      8040,     18.23,      0.00,    105.20,      0.00,      0.00,      0.00
        68,      8160,     18.22,      0.00,    104.40,      0.00,      0.00,      0.00
        69,      8280,     18.21,      0.00,    103.90,      0.00,      0.00,      0.00
        70,      8400,     18.20,      0.00,    103.30,      0.00,      0.00,      0.00
        71,      8520,     18.20,      0.00,    102.60,      0.00,      0.00,      0.00
        72,      8640,     18.19,      0.00,    101.80,      0.00,      0.00,      0.00
        73,      8760,     18.17,      0.00,    100.50,      0.00,      0.00,      0.00
        74,      8880,     18.15,      0.00,     98.90,      0.00,      0.00,      0.00
        75,      9000,     18.14,      0.00,     97.70,      0.00,      0.00,      0.00
        76,      9120,     18.12,      0.00,     96.10,      0.00,      0.00,      0.00
        77,      9240,     18.11,      0.00,     95.20,      0.00,      0.00,      0.00
        78,      9360,     18.09,      0.00,     94.70,      0.00,      0.00,      0.00
        79,      9480,     18.08,      0.00,     94.20,      0.00,      0.00,      0.00
        80,      9600,     18.07,      0.00,     93.50,      0.00,      0.00,      0.00
        81,      9720,     18.07,      0.00,     92.70,      0.00,      0.00,      0.00
        82,      9840,     18.05,      0.00,     91.80,      0.00,      0.00,      0.00
        83,      9960,     18.04,      0.00,     90.00,      0.00,      0.00,      0.00
        84,     10080,     18.02,      0.00,     88.90,      0.00,      0.00,      0.00
        85,     10200,     18.00,      0.00,     87.70,      0.00,      0.00,      0.00
        86,     10320,     17.98,      0.00,     86.10,      0.00,      0.00,      0.00
        87,     10440,     17.97,      0.00,     85.00,      0.00,      0.00,      0.00
        88,     10560,     17.96,      0.00,     84.20,      0.00,      0.00,      0.00
        89,     10680,     17.95,      0.00,     83.40,      0.00,      0.00,      0.00
        90,     10800,     17.94,      0.00,     82.70,      0.00,      0.00,      0.00
        91,     10920,     17.94,      0.00,     82.30,      0.00,      0.00,      0.00
        92,     11040,     17.93,      0.00,     81.40,      0.00,      0.00,      0.00
        93,     11160,     17.91,      0.00,     79.90,      0.00,      0.00,      0.00
        94,     11280,     17.89,      0.00,     78.50,      0.00,      0.00,      0.00
        95,     11400,     17.87,      0.00,     77.10,      0.00,      0.00,      0.00
        96,     11520,     17.86,      0.00,     76.20,      0.00,      0.00,      0.00
        97,     11640,     17.85,      0.00,     75.10,      0.00,      0.00,      0.00
        98,     11760,     17.84,      0.00,     74.50,      0.00,      0.00,      0.00
        99,     11880,     17.82,      0.00,     73.80,      0.00,      0.00,      0.00
       100,     12000,     17.81,      0.00,     73.20,      0.00,      0.00,      0.00
       101,     12120,     17.81,      0.00,     72.70,      0.00,      0.00,      0.00
       102,     12240,     17.80,      0.00,     71.90,      0.00,      0.00,      0.00
       103,     12360,     17.78,      0.00,     70.30,      0.00,      0.00,      0.00
       104,     12480,     17.75,      0.00,     68.70,      0.00,      0.00,      0.00
       105,     12600,     17.75,      0.00,     67.10,      0.00,      0.00,      0.00
       106,     12720,     17.73,      0.00,     65.80,      0.00,      0.00,      0.00
       107,     12840,     17.71,      0.00,     65.10,      0.00,      0.00,      0.00
       108,     12960,     17.70,      0.00,     64.00,      0.00,      0.00,      0.00
       109,     13080,     17.69,      0.00,     63.30,      0.00,      0.00,      0.00
       110,     13200,     17.68,      0.00,     62.70,      0.00,      0.00,      0.00
       111,     13320,     17.67,      0.00,     62.10,      0.00,      0.00,      0.00
       112,     13440,     17.67,      0.00,     61.30,      0.00,      0.00,      0.00
       113,     13560,     17.65,      0.00,     60.00,      0.00,      0.00,      0.00
       114,     13680,     17.64,      0.00,     58.60,      0.00,      0.00,      0.00
       115,     13800,     17.61,      0.00,     57.40,      0.00,      0.00,      0.00
       116,     13920,     17.60,      0.00,     56.30,      0.00,      0.00,      0.00
       117,     14040,     17.58,      0.00,     55.50,      0.00,      0.00,      0.00
       118,     14160,     17.57,      0.00,     54.50,      0.00,      0.00,      0.00
       119,     14280,     17.56,      0.00,     53.70,      0.00,      0.00,      0.00
       120,     14400,     17.55,      0.00,     52.90,      0.00,      0.00,      0.00
       121,     14520,     17.55,      0.00,     52.30,      0.00,      0.00,      0.00
       122,     14640,     17.54,      0.00,     51.20,      0.00,      0.00,      0.00
       123,     14760,     17.52,      0.00,     50.00,      0.00,      0.00,      0.00
       124,     14880,     17.50,      0.00,     48.50,      0.00,      0.00,      0.00
       125,     15000,     17.49,      0.00,     47.30,      0.00,      0.00,      0.00
       126,     15120,     17.46,      0.00,     46.30,      0.00,      0.00,      0.00
       127,     15240,     17.45,      0.00,     45.20,      0.00,      0.00,      0.00
       128,     15360,     17.44,      0.00,     44.30,      0.00,      0.00,      0.00
       129,     15480,     17.42,      0.00,     43.40,      0.00,      0.00,      0.00
       130,     15600,     17.42,      0.00,     42.90,      0.00,      0.00,      0.00
       131,     15720,     17.41,      0.00,     42.20,      0.00,      0.00,      0.00
       132,     15840,     17.40,      0.00,     41.80,      0.00,      0.00,      0.00
       133,     15960,     17.39,      0.00,     40.50,      0.00,      0.00,      0.00
       134,     16080,     17.36,      0.00,     38.90,      0.00,      0.00,      0.00
       135,     16200,     17.35,      0.00,     37.30,      0.00,      0.00,      0.00
       136,     16320,     17.32,      0.00,     36.30,      0.00,      0.00,      0.00
       137,     16440,     17.31,      0.00,     35.20,      0.00,      0.00,      0.00
       138,     16560,     17.30,      0.00,     34.10,      0.00,      0.00,      0.00
       139,     16680,     17.29,      0.00,     33.30,      0.00,      0.00,      0.00
       140,     16800,     17.29,      0.00,     32.90,      0.00,      0.00,      0.00
       141,     16920,     17.28,      0.00,     32.30,      0.00,      0.00,      0.00
       142,     17040,     17.26,      0.00,     31.30,      0.00,      0.00,      0.00
       143,     17160,     17.25,      0.00,     30.30,      0.00,      0.00,      0.00
       144,     17280,     17.23,      0.00,     28.80,      0.00,      0.00,      0.00
       145,     17400,     17.21,      0.00,     27.40,      0.00,      0.00,      0.00
       146,     17520,     17.19,      0.00,     26.40,      0.00,      0.00,      0.00
       147,     17640,     17.18,      0.00,     25.20,      0.00,      0.00,      0.00
       148,     17760,     17.16,      0.00,     24.10,      0.00,      0.00,      0.00
       149,     17880,     17.16,      0.00,     23.90,      0.00,      0.00,      0.00
       150,     18000,     17.15,      0.00,     23.30,      0.00,      0.00,      0.00
       151,     18120,     17.14,      0.00,     22.60,      0.00,      0.00,      0.00
       152,     18240,     17.13,      0.00,     21.60,      0.00,      0.00,      0.00
       153,     18360,     17.11,      0.00,     20.40,      0.00,      0.00,      0.00
       154,     18480,     17.09,      0.00,     19.80,      0.00,      0.00,      0.00
       155,     18600,     17.07,      0.00,     17.90,      0.00,      0.00,      0.00
       156,     18720,     17.05,      0.00,     16.50,      0.00,      0.00,      0.00
       157,     18840,     17.04,      0.00,     15.30,      0.00,      0.00,      0.00
       158,     18960,     17.03,      0.00,     14.70,      0.00,      0.00,      0.00
       159,     19080,     17.02,      0.00,     13.90,      0.00,      0.00,      0.00
       160,     19200,     17.01,      0.00,     13.70,      0.00,      0.00,      0.00
       161,     19320,     17.00,      0.00,     13.20,      0.00,      0.00,      0.00
       162,     19440,     17.00,      0.00,     12.00,      0.00,      0.00,      0.00
       163,     19560,     16.98,      0.00,     10.90,      0.00,      0.00,      0.00
       164,     19680,     16.96,      0.00,      9.40,      0.00,      0.00,      0.00
       165,     19800,     16.94,      0.00,      8.20,      0.00,      0.00,      0.00
       166,     19920,     16.92,      0.00,      6.90,      0.00,      0.00,      0.00
       167,     20040,     16.90,      0.00,      6.30,      0.00,      0.00,      0.00
       168,     20160,     16.90,      0.00,      5.00,      0.00,      0.00,      0.00
       169,     20280,     16.88,      0.00,      4.40,      0.00,      0.00,      0.00
       170,     20400,     16.87,      0.00,      4.00,      0.00,      0.00,      0.00
       171,     20520,     16.87,      0.00,      3.50,      0.00,      0.00,      0.00
       172,     20640,     16.86,      0.00,      3.40,      0.00,      0.00,      0.00
       173,     20760,     16.86,      0.00,      2.80,      0.00,      0.00,      0.00
       174,     20880,     16.85,      0.00,      1.90,      0.00,      0.00,      0.00
       175,     21000,     16.84,      0.00,      1.30,      0.00,      0.00,      0.00
       176,     21120,     16.82,      0.00,      0.50,      0.00,      0.00,      0.00
       177,     21240,     16.80,      0.00,     -1.30,      0.00,      0.00,      0.00
       178,     21360,     16.78,      0.00,     -2.60,      0.00,      0.00,      0.00
       179,     21480,     16.77,      0.00,     -3.00,      0.00,      0.00,      0.00
       180,     21600,     16.75,      0.00,     -3.90,      0.00,      0.00,      0.00
       181,     21720,     16.74,      0.00,     -4.80,      0.00,      0.00,      0.00
       182,     21840,     16.74,      0.00,     -5.40,      0.00,      0.00,      0.00
       183,     21960,     16.72,      0.00,     -5.70,      0.00,      0.00,      0.00
       184,     22080,     16.72,      0.00,     -6.00,      0.00,      0.00,      0.00
       185,     22200,     16.71,      0.00,     -6.50,      0.00,      0.00,      0.00
       186,     22320,     16.71,      0.00,     -6.10,      0.00,      0.00,      0.00
       187,     22440,     16.70,      0.00,     -6.50,      0.00,      0.00,      0.00
       188,     22560,     16.68,      0.00,     -7.40,      0.00,      0.00,      0.00
       189,     22680,     16.67,      0.00,     -8.90,      0.00,      0.00,      0.00
       190,     22800,     16.65,      0.00,    -10.60,      0.00,      0.00,      0.00
       191,     22920,     16.64,      0.00,    -11.50,      0.00,      0.00,      0.00
       192,     23040,     16.62,      0.00,    -12.80,      0.00,      0.00,      0.00
       193,     23160,     16.61,      0.00,    -14.60,      0.00,      0.00,      0.00
       194,     23280,     16.59,      0.00,    -15.50,      0.00,      0.00,      0.00
       195,     23400,     16.59,      0.00,    -15.70,      0.00,      0.00,      0.00
       196,     23520,     16.58,      0.00,    -16.70,      0.00,      0.00,      0.00
       197,     23640,     16.57,      0.00,    -16.50,      0.00,      0.00,      0.00
       198,     23760,     16.57,      0.00,    -16.10,      0.00,      0.00,      0.00
       199,     23880,     16.56,      0.00,    -17.20,      0.00,      0.00,      0.00
       200,     24000,     16.56,      0.00,    -18.30,      0.00,      0.00,      0.00
       201,     24120,     16.54,      0.00,    -19.70,      0.00,      0.00,      0.00
       202,     24240,     16.52,      0.00,    -21.10,      0.00,      0.00,      0.00
       203,     24360,     16.50,      0.00,    -22.30,      0.00,      0.00,      0.00
       204,     24480,     16.48,      0.00,    -23.50,      0.00,      0.00,      0.00
       205,     24600,     16.47,      0.00,    -24.50,      0.00,      0.00,      0.00
       206,     24720,     16.46,      0.00,    -25.20,      0.00,      0.00,      0.00
       207,     24840,     16.45,      0.00,    -25.60,      0.00,      0.00,      0.00
       208,     24960,     16.44,      0.00,    -25.80,      0.00,      0.00,      0.00
       209,     25080,     16.44,      0.00,    -26.20,      0.00,      0.00,      0.00
       210,     25200,     16.43,      0.00,    -26.80,      0.00,      0.00,      0.00
       211,     25320,     16.42,      0.00,    -27.00,      0.00,      0.00,      0.00
       212,     25440,     16.41,      0.00,    -27.60,      0.00,      0.00,      0.00
       213,     25560,     16.40,      0.00,    -29.40,      0.00,      0.00,      0.00
       214,     25680,     16.38,      0.00,    -30.80,      0.00,      0.00,      0.00
       215,     25800,     16.37,      0.00,    -31.60,      0.00,      0.00,      0.00
       216,     25920,     16.35,      0.00,    -32.60,      0.00,      0.00,      0.00
       217,     26040,     16.33,      0.00,    -33.60,      0.00,      0.00,      0.00
       218,     26160,     16.32,      0.00,    -34.40,      0.00,      0.00,      0.00
       219,     26280,     16.31,      0.00,    -35.30,      0.00,      0.00,      0.00
       220,     26400,     16.30,      0.00,    -34.60,      0.00,      0.00,      0.00
       221,     26520,     16.30,      0.00,    -35.70,      0.00,      0.00,      0.00
       222,     26640,     16.29,      0.00,    -36.10,      0.00,      0.00,      0.00
       223,     26760,     16.28,      0.00,    -36.90,      0.00,      0.00,      0.00
       224,     26880,     16.28,      0.00,    -37.80,      0.00,      0.00,      0.00
       225,     27000,     16.26,      0.00,    -38.50,      0.00,      0.00,      0.00
       226,     27120,     16.25,      0.00,    -39.40,      0.00,      0.00,      0.00
       227,     27240,     16.23,      0.00,    -40.80,      0.00,      0.00,      0.00
       228,     27360,     16.22,      0.00,    -42.00,      0.00,      0.00,      0.00
       229,     27480,     16.20,      0.00,    -42.60,      0.00,      0.00,      0.00
       230,     27600,     16.18,      0.00,    -43.40,      0.00,      0.00,      0.00
       231,     27720,     16.18,      0.00,    -44.10,      0.00,      0.00,      0.00
       232,     27840,     16.17,      0.00,    -44.80,      0.00,      0.00,      0.00
       233,     27960,     16.16,      0.00,    -45.60,      0.00,      0.00,      0.00
       234,     28080,     16.15,      0.00,    -45.80,      0.00,      0.00,      0.00
       235,     28200,     16.15,      0.00,    -46.40,      0.00,      0.00,      0.00
       236,     28320,     16.14,      0.00,    -46.80,      0.00,      0.00,      0.00
       237,     28440,     16.13,      0.00,    -47.80,      0.00,      0.00,      0.00
       238,     28560,     16.12,      0.00,    -48.70,      0.00,      0.00,      0.00
       239,     28680,     16.10,      0.00,    -49.60,      0.00,      0.00,      0.00
       240,     28800,     16.08,      0.00,    -50.60,      0.00,      0.00,      0.00
       241,     28920,     16.06,      0.00,    -52.00,      0.00,      0.00,      0.00
       242,     29040,     16.05,      0.00,    -52.80,      0.00,      0.00,      0.00
       243,     29160,     16.03,      0.00,    -53.40,      0.00,      0.00,      0.00
       244,     29280,     16.02,      0.00,    -54.10,      0.00,      0.00,      0.00
       245,     29400,     16.02,      0.00,    -55.00,      0.00,      0.00,      0.00
       246,     29520,     16.00,      0.00,    -55.30,      0.00,      0.00,      0.00
       247,     29640,     16.00,      0.00,    -55.80,      0.00,      0.00,      0.00
       248,     29760,     16.00,      0.00,    -56.10,      0.00,      0.00,      0.00
       249,     29880,     15.99,      0.00,    -56.00,      0.00,      0.00,      0.00
       250,     30000,     15.99,      0.00,    -56.40,      0.00,      0.00,      0.00
       251,     30120,     15.99,      0.00,    -57.00,      0.00,      0.00,      0.00
       252,     30240,     15.98,      0.00,    -57.40,      0.00,      0.00,      0.00
       253,     30360,     15.97,      0.00,    -58.20,      0.00,      0.00,      0.00
       254,     30480,     15.95,      0.00,    -59.30,      0.00,      0.00,      0.00
       255,     30600,     15.93,      0.00,    -60.40,      0.00,      0.00,      0.00
       256,     30720,     15.92,      0.00,    -61.60,      0.00,      0.00,      0.00
       257,     30840,     15.90,      0.00,    -62.40,      0.00,      0.00,      0.00
       258,     30960,     15.89,      0.00,    -53.30,      0.00,      0.00,      0.00
       259,     31080,     15.52,      0.00,    -60.20,      0.00,      0.00,      0.00
       260,     31200,     15.17,      0.00,    -60.70,      0.00,      0.00,      0.00
       261,     31320,     14.86,      0.00,    -60.90,      0.00,      0.00,      0.00
       262,     31440,     14.55,      0.00,    -61.10,      0.00,      0.00,      0.00
       263,     31560,     14.26,      0.00,    -61.40,      0.00,      0.00,      0.00
       264,     31680,     14.00,      0.00,    -62.10,      0.00,      0.00,      0.00
       265,     31800,     13.79,      0.00,    -62.00,      0.00,      0.00,      0.00
       266,     31920,     13.58,      0.00,    -62.50,      0.00,      0.00,      0.00
       267,     32040,     13.39,      0.00,    -63.00,      0.00,      0.00,      0.00
       268,     32160,     13.20,      0.00,    -62.90,      0.00,      0.00,      0.00
       269,     32280,     13.04,      0.00,    -63.50,      0.00,      0.00,      0.00
       270,     32400,     12.89,      0.00,    -63.50,      0.00,      0.00,      0.00
       271,     32520,     12.80,      0.00,    -60.50,      0.00,      0.00,      0.00
       272,     32640,     12.76,      0.00,    -56.90,      0.00,      0.00,      0.00
       273,     32760,     12.76,      0.00,    -52.20,      0.00,      0.00,      0.00
       274,     32880,     12.74,      0.00,    -48.60,      0.00,      0.00,      0.00
       275,     33000,     12.75,      0.00,    -44.60,      0.00,      0.00,      0.00
       276,     33120,     12.75,      0.00,    -41.20,      0.00,      0.00,      0.00
       277,     33240,     12.75,      0.00,    -38.60,      0.00,      0.00,      0.00
       278,     33360,     12.75,      0.00,    -36.60,      0.00,      0.00,      0.00
       279,     33480,     12.75,      0.00,    -34.80,      0.00,      0.00,      0.00
       280,     33600,     12.75,      0.00,    -33.50,      0.00,      0.00,      0.00
       281,     33720,     12.75,      0.00,    -32.10,      0.00,      0.00,      0.00
       282,     33840,     12.74,      0.00,    -31.20,      0.00,      0.00,      0.00
       283,     33960,     12.74,      0.00,    -30.80,      0.00,      0.00,      0.00
       284,     34080,     12.74,      0.00,    -30.30,      0.00,      0.00,      0.00
       285,     34200,     12.74,      0.00,    -30.20,      0.00,      0.00,      0.00
       286,     34320,     12.75,      0.00,    -29.40,      0.00,      0.00,      0.00
       287,     34440,     12.74,      0.00,    -29.40,      0.00,      0.00,      0.00
       288,     34560,     12.74,      0.00,    -29.10,      0.00,      0.00,      0.00
       289,     34680,     12.75,      0.00,    -29.40,      0.00,      0.00,      0.00
       290,     34800,     12.75,      0.00,    -28.80,      0.00,      0.00,      0.00
       291,     34920,     12.75,      0.00,    -28.70,      0.00,      0.00,      0.00
       292,     35040,     12.75,      0.00,    -28.50,      0.00,      0.00,      0.00
       293,     35160,     12.74,      0.00,    -28.50,      0.00,      0.00,      0.00
       294,     35280,     12.75,      0.00,    -28.40,      0.00,      0.00,      0.00
       295,     35400,     12.74,      0.00,    -28.50,      0.00,      0.00,      0.00
       296,     35520,     12.74,      0.00,    -28.60,      0.00,      0.00,      0.00
       297,     35640,     12.74,      0.00,    -28.80,      0.00,      0.00,      0.00
       298,     35760,     12.73,      0.00,    -28.40,      0.00,      0.00,      0.00
       299,     35880,     12.73,      0.00,    -28.30,      0.00,      0.00,      0.00
       300,     36000,     12.74,      0.00,    -28.20,      0.00,      0.00,      0.00
       301,     36120,     12.75,      0.00,    -26.70,      0.00,      0.00,      0.00
       302,     36240,     12.76,      0.00,    -25.00,      0.00,      0.00,      0.00
       303,     36360,     12.80,      0.00,    -23.20,      0.00,      0.00,      0.00
       304,     36480,     12.83,      0.00,    -21.60,      0.00,      0.00,      0.00
       305,     36600,     12.89,      0.00,    -20.00,      0.00,      0.00,      0.00
       306,     36720,     12.96,      0.00,    -19.10,      0.00,      0.00,      0.00
       307,     36840,     13.05,      0.00,    -18.50,      0.00,      0.00,      0.00
       308,     36960,     13.15,      0.00,    -17.80,      0.00,      0.00,      0.00
       309,     37080,     13.25,      0.00,    -16.90,      0.00,      0.00,      0.00
       310,     37200,     13.35,      0.00,    -16.70,      0.00,      0.00,      0.00
       311,     37320,     13.45,      0.00,    -16.40,      0.00,      0.00,      0.00
       312,     37440,     13.55,      0.00,    -16.60,      0.00,      0.00,      0.00
       313,     37560,     13.63,      0.00,    -16.40,      0.00,      0.00,      0.00
       314,     37680,     13.70,      0.00,    -16.10,      0.00,      0.00,      0.00
       315,     37800,     13.76,      0.00,    -15.80,      0.00,      0.00,      0.00
       316,     37920,     13.82,      0.00,    -15.40,      0.00,      0.00,      0.00
       317,     38040,     13.87,      0.00,    -15.30,      0.00,      0.00,      0.00
       318,     38160,     13.93,      0.00,    -15.10,      0.00,      0.00,      0.00
       319,     38280,     13.97,      0.00,    -15.10,      0.00,      0.00,      0.00
       320,     38400,     14.01,      0.00,    -15.00,      0.00,      0.00,      0.00
       321,     38520,     14.05,      0.00,    -15.00,      0.00,      0.00,      0.00
       322,     38640,     14.09,      0.00,    -14.70,      0.00,      0.00,      0.00
       323,     38760,     14.13,      0.00,    -14.60,      0.00,      0.00,      0.00
       324,     38880,     14.16,      0.00,    -14.70,      0.00,      0.00,      0.00
       325,     39000,     14.20,      0.00,    -14.10,      0.00,      0.00,      0.00
       326,     39120,     14.22,      0.00,    -14.10,      0.00,      0.00,      0.00
       327,     39240,     14.23,      0.00,    -13.90,      0.00,      0.00,      0.00
       328,     39360,     14.26,      0.00,    -14.30,      0.00,      0.00,      0.00
       329,     39480,     14.28,      0.00,    -14.10,      0.00,      0.00,      0.00
       330,     39600,     14.29,      0.00,    -14.00,      0.00,      0.00,      0.00
       331,     39720,     14.30,      0.00,    -14.20,      0.00,      0.00,      0.00
       332,     39840,     14.32,      0.00,    -14.10,      0.00,      0.00,      0.00
       333,     39960,     14.33,      0.00,    -14.20,      0.00,      0.00,      0.00
       334,     40080,     14.33,      0.00,    -13.90,      0.00,      0.00,      0.00
       335,     40200,     14.35,      0.00,    -13.80,      0.00,      0.00,      0.00
       336,     40320,     14.36,      0.00,    -13.90,      0.00,      0.00,      0.00
       337,     40440,     14.36,      0.00,    -14.00,      0.00,      0.00,      0.00
       338,     40560,     14.37,      0.00,    -13.80,      0.00,      0.00,      0.00
       339,     40680,     14.38,      0.00,    -13.70,      0.00,      0.00,      0.00
       340,     40800,     14.39,      0.00,    -13.50,      0.00,      0.00,      0.00
       341,     40920,     14.39,      0.00,    -13.60,      0.00,      0.00,      0.00
       342,     41040,     14.39,      0.00,    -13.80,      0.00,      0.00,      0.00
       343,     41160,     14.40,      0.00,    -13.80,      0.00,      0.00,      0.00
       344,     41280,     14.39,      0.00,    -13.90,      0.00,      0.00,      0.00
       345,     41400,     14.39,      0.00,    -14.10,      0.00,      0.00,      0.00
       346,     41520,     14.39,      0.00,    -13.70,      0.00,      0.00,      0.00
       347,     41640,     14.40,      0.00,    -13.60,      0.00,      0.00,      0.00
       348,     41760,     14.39,      0.00,    -13.70,      0.00,      0.00,      0.00
       349,     41880,     14.40,      0.00,    -13.80,      0.00,      0.00,      0.00
       350,     42000,     14.39,      0.00,    -13.90,      0.00,      0.00,      0.00
       351,     42120,     14.40,      0.00,    -13.80,      0.00,      0.00,      0.00
       352,     42240,     14.40,      0.00,    -14.00,      0.00,      0.00,      0.00
       353,     42360,     14.40,      0.00,    -14.00,      0.00,      0.00,      0.00
       354,     42480,     14.39,      0.00,    -13.80,      0.00,      0.00,      0.00
       355,     42600,     14.39,      0.00,    -14.00,      0.00,      0.00,      0.00
       356,     42720,     14.40,      0.00,    -13.60,      0.00,      0.00,      0.00
       357,     42840,     14.40,      0.00,    -13.60,      0.00,      0.00,      0.00
       358,     42960,     14.40,      0.00,    -13.50,      0.00,      0.00,      0.00
       359,     43080,     14.40,      0.00,    -13.50,      0.00,      0.00,      0.00
       360,     43200,     14.41,      0.00,    -13.80,      0.00,      0.00,      0.00
       361,     43320,     14.41,      0.00,    -13.70,      0.00,      0.00,      0.00
       362,     43440,     14.41,      0.00,    -13.60,      0.00,      0.00,      0.00
       363,     43560,     14.42,      0.00,    -13.00,      0.00,      0.00,      0.00
       364,     43680,     14.42,      0.00,    -13.40,      0.00,      0.00,      0.00
       365,     43800,     14.42,      0.00,    -13.40,      0.00,      0.00,      0.00
       366,     43920,     14.42,      0.00,    -13.50,      0.00,      0.00,      0.00
       367,     44040,     14.43,      0.00,    -13.90,      0.00,      0.00,      0.00
       368,     44160,     14.42,      0.00,    -13.70,      0.00,      0.00,      0.00
       369,     44280,     14.42,      0.00,    -13.70,      0.00,      0.00,      0.00
