pressure,temperature
20.32,2.17
20.32,2.17
20.31,2.17
20.31,2.16
20.32,2.16
20.32,2.16
20.32,2.17
20.32,2.16
20.31,2.16
20.31,2.15
20.31,2.15
20.3,2.15
20.29,2.13
20.31,2.1399999999999997
20.3,2.16
20.31,2.15
20.3,2.15
20.3,2.1399999999999997
20.3,2.1399999999999997
20.31,2.15
20.32,2.15
20.3,2.15
20.31,2.15
20.3,2.1399999999999997
20.32,2.13
20.32,2.12
20.31,2.12
20.3,2.13
20.31,2.13
20.31,2.1399999999999997
20.31,2.13
20.29,2.13
20.29,2.13
20.31,2.13
20.3,2.15
20.3,2.1399999999999997
20.29,2.15
20.31,2.16
20.32,2.15
20.32,2.15
20.3,2.17
20.31,2.15
20.34,2.16
20.3,2.16
20.31,2.1399999999999997
20.31,2.1399999999999997
20.3,2.13
20.29,2.1399999999999997
20.3,2.13
20.31,2.13
20.3,2.13
20.32,2.13
20.3,2.1100000000000003
20.31,2.1100000000000003
20.32,2.1100000000000003
20.32,2.1100000000000003
20.3,2.12
20.31,2.15
20.3,2.15
20.32,2.17
20.35,2.16
20.32,2.17
20.31,2.16
20.29,2.12
20.29,2.12
20.31,2.12
20.32,2.1399999999999997
20.3,2.16
20.3,2.16
20.31,2.17
20.31,2.18
20.32,2.19
20.3,2.17
20.31,2.19
20.32,2.17
20.34,2.16
20.31,2.15
20.32,2.18
20.29,2.17
20.31,2.17
20.32,2.16
20.29,2.16
20.3,2.18
20.32,2.18
20.3,2.15
20.32,2.17
20.31,2.19
20.32,2.19
20.31,2.17
20.3,2.18
20.32,2.15
20.32,2.15
20.3,2.13
20.31,2.13
20.32,2.13
20.3,2.15
20.31,2.15
20.31,2.1399999999999997
20.32,2.15
20.31,2.13
20.3,2.1399999999999997
20.32,2.13
20.32,2.1399999999999997
20.3,2.15
20.32,2.17
20.29,2.19
20.32,2.18
20.32,2.15
20.32,2.17
20.32,2.17
20.31,2.1399999999999997
20.32,2.19
20.3,2.17
20.31,2.15
20.31,2.17
20.29,2.16
20.31,2.16
20.32,2.18
20.32,2.19
20.32,2.15
20.32,2.15
20.31,2.16
20.31,2.12
20.3,2.13
20.31,2.16
20.28,2.17
20.31,2.15
20.3,2.1399999999999997
20.31,2.13
20.32,2.1399999999999997
20.31,2.15
20.32,2.18
20.32,2.16
20.3,2.13
20.31,2.12
20.32,2.15
20.31,2.12
20.31,2.13
20.32,2.18
20.3,2.15
20.32,2.13
20.32,2.16
20.32,2.15
20.32,2.13
20.32,2.13
20.31,2.17
20.27,2.17
20.31,2.15
20.31,2.17
20.31,2.15
20.32,2.15
20.32,2.19
20.3,2.19
20.31,2.16
20.31,2.2
20.32,2.17
20.31,2.15
20.32,2.15
20.32,2.16
20.32,2.16
20.32,2.16
20.32,2.18
20.31,2.19
20.32,2.16
20.31,2.17
20.31,2.17
20.34,2.16
20.31,2.17
20.32,2.16
20.3,2.15
20.32,2.19
20.32,2.21
20.31,2.18
20.32,2.19
20.32,2.21
20.31,2.19
20.32,2.21
20.32,2.2399999999999998
20.32,2.19
20.32,2.18
20.32,2.15
20.32,2.18
20.32,2.19
20.32,2.16
20.31,2.17
20.32,2.21
20.32,2.19
20.32,2.2199999999999998
20.32,2.21
20.32,2.19
20.32,2.16
20.32,2.19
20.32,2.21
20.32,2.19
20.32,2.17
20.35,2.2
20.31,2.18
20.32,2.16
20.32,2.17
20.3,2.17
20.32,2.15
20.32,2.15
20.31,2.15
20.31,2.12
20.32,2.13
20.31,2.17
20.31,2.15
20.32,2.13
20.32,2.17
20.31,2.1399999999999997
20.32,2.1399999999999997
20.32,2.17
20.32,2.17
20.32,2.16
20.32,2.18
20.39,2.19
20.32,2.16
20.31,2.1399999999999997
20.31,2.13
20.32,2.15
20.32,2.18
20.32,2.16
20.32,2.18
20.32,2.23
20.3,2.25
20.3,2.2199999999999998
20.32,2.23
20.33,2.23
20.32,2.2199999999999998
20.32,2.23
20.32,2.2199999999999998
20.32,2.19
20.32,2.15
20.39,2.12
20.32,2.16
20.32,2.2399999999999998
20.35,2.31
20.35,2.4
20.38,2.54
20.39,2.68
20.43,2.8
20.45,2.9699999999999998
20.45,3.1100000000000003
20.48,3.25
20.52,3.37
20.55,3.45
20.55,3.5
20.55,3.59
20.56,3.65
20.58,3.72
20.61,3.78
20.62,3.81
20.61,3.9
20.61,3.9200000000000004
20.64,3.9799999999999995
20.64,4.05
20.68,4.13
20.69,4.21
20.7,4.35
20.73,4.4799999999999995
20.76,4.65
20.78,4.85
20.84,5.0200000000000005
20.85,5.15
20.87,5.29
20.89,5.38
20.92,5.49
20.93,5.58
20.94,5.68
20.95,5.79
20.96,5.86
20.97,5.91
20.97,5.96
20.98,5.99
21.0,6.029999999999999
21.02,6.07
21.01,6.11
21.04,6.220000000000001
21.05,6.39
21.1,6.659999999999999
21.14,7.07
21.21,7.55
21.29,8.09
21.39,8.7
21.49,9.35
21.59,10.059999999999999
21.69,10.78
21.82,11.47
21.92,12.17
22.03,12.969999999999999
22.14,13.7
22.23,14.440000000000001
22.35,15.15
22.45,15.819999999999999
22.55,16.47
22.62,17.11
22.7,17.69
22.78,18.22
22.86,18.68
22.91,19.11
22.98,19.490000000000002
23.02,19.8
23.06,20.1
23.09,20.32
23.12,20.509999999999998
23.14,20.669999999999998
23.16,20.81
23.18,20.91
23.19,21.009999999999998
23.21,21.1
23.22,21.169999999999998
23.22,21.22
23.22,21.259999999999998
23.2,21.29
23.24,21.31
23.24,21.330000000000002
23.25,21.35
23.25,21.369999999999997
23.25,21.39
23.25,21.4
